Name,Link
Omar Rising,/lists/i6ykekvg/omar-rising
A Thousand Splendid Suns,/lists/t4l5cckf/thousand-splendid-suns
One Half from the East,/lists/7ipf2nej/one-half-from-the-east
The Summer of Bitter and Sweet,/lists/3i64xz5w/summer-of-bitter-and-sweet
My Fine Fellow,/lists/xlukdge2/my-fine-fellow
High Spirits,/lists/bn5z7yal/high-spirits
When the Angels Left the Old Country,/lists/2jynkjxz/when-the-angels-left-the-old-country
"I, Juan de Pareja",/lists/u622suyq/i-juan-de-pareja
The Beekeeper of Aleppo,/lists/fxqbdw35/beekeeper-of-aleppo
The Fountains of Silence,/lists/3i2pgclf/fountains-of-silence
City of Saints and Thieves,/lists/ef7hdews/city-of-saints-and-thieves
Summer of the Mariposas,/lists/axs4mjlu/summer-of-the-mariposas
New From Here,/lists/lj6b42uc/new-from-here
Ikenga,/lists/mg2oxs3p/ikenga
High Spirits,/lists/bn5z7yal/high-spirits
1-2-3 Scream!,/lists/cv5jdjaf/1-2-3-scream
Baseball in April,/lists/muhxwac2/baseball-in-april
Interpreter of Maladies,/lists/uyyfvnsq/interpreter-of-maladies
The Ch'i-lin Purse,/lists/4b2b7pxk/chi-lin-purse
Auggie & Me,/lists/deat6vtg/auggie-me
Blackout,/lists/64shqpqm/blackout
Fresh Ink,/lists/6v5axsxb/fresh-ink
The Jungle Book,/lists/c7rosgxt/jungle-book
Flying Lessons & Other Stories,/lists/vtr32v5t/flying-lessons-other-stories
The Circuit,/lists/zuodvehb/circuit
Krik? Krak!,/lists/bs77ahiq/krik-krak
Nine Stories,/lists/trivc4pp/nine-stories
Sideways Stories from Wayside School,/lists/ven646p6/sideways-stories-from-wayside-school
Dubliners,/lists/2nuks26g/dubliners
Selected Short Stories of H.G. Wells,/lists/2eu3j24h/selected-short-stories-of-h-g-wells
"Winesburg, Ohio",/lists/zx64qrvr/winesburg-ohio
The Canterville Ghost,/lists/oqyh4ux3/canterville-ghost
The Collectors,/lists/e4njep3m/collectors
You Are Here: Connecting Flights,/lists/jkcc26bo/you-are-here-connecting-flights
150 Words Every 6th Grader Should Know How to Spell,/lists/gwjefzce/150-words-every-6th-grader-should-know-how-to-spell
Writing in the Middle School Classroom,/lists/lkccuplh/writing-in-the-classroom-middle-school
Middle School Creative Writing,/lists/62p2nohj/creative-writing-middle-school
Argumentative Writing,/lists/dldjvvte/argumentative-writing
Narrative Writing,/lists/cviig5us/narrative-writing
Expository Writing,/lists/imiygxns/expository-writing
Said is Dead,/lists/n3wg3knp/said-is-dead
Positive and negative words to describe a person,/lists/txuwd4w7/positive-and-negative-words-to-describe-a-person
Idioms and expressions,/lists/kklvpaqe/idioms-and-expressions
Written in Bone,/lists/o2am3bmq/written-in-bone
Founding Brothers,/lists/7ma5mfw6/founding-brothers
"George Washington, Spymaster",/lists/3jfb7kv5/george-washington-spymaster
An American Plague,/lists/tlaes5y7/american-plague
Harriet Tubman,/lists/3yy6ha34/harriet-tubman
Harriet Tubman,/lists/oto7zwdk/harriet-tubman
Killing Lincoln,/lists/xl5nhoxt/killing-lincoln
Lincoln's Last Days,/lists/aao5li5l/lincolns-last-days
Lincoln's Grave Robbers,/lists/6r3vyt7r/lincolns-grave-robbers
The Great Fire,/lists/f3nivlh3/great-fire
Terrible Typhoid Mary,/lists/pl7xv6fp/terrible-typhoid-mary
1919,/lists/xq7mc3lj/1919
A Few Red Drops,/lists/mkdkilal/few-red-drops
Votes for Women!,/lists/xcv3cvnz/votes-for-women
Amelia Lost,/lists/uz2y5ipb/amelia-lost
The Rise and Fall of Charles Lindbergh,/lists/titdlevl/rise-and-fall-of-charles-lindbergh
Bomb,/lists/odb6fivj/bomb
Uprooted,/lists/yhlexelz/uprooted
The Voice That Challenged a Nation,/lists/h4oar4e4/voice-that-challenged-a-nation
Because They Marched,/lists/tqyqy3vt/because-they-marched
Claudette Colvin: Twice Toward Justice,/lists/ps2y73jf/claudette-colvin-twice-toward-justice
Little Rock Girl 1957,/lists/stan5rzi/little-rock-girl-1957
Twelve Days in May,/lists/ree4kydo/twelve-days-in-may
Spies,/lists/wnnuje42/spies
Most Dangerous,/lists/yn6yv7xc/most-dangerous
Boots on the Ground: America's War in Vietnam,/lists/5bnifxeq/boots-on-the-ground-americas-war-in-vietnam
Hidden Figures,/lists/mvpp2vfg/hidden-figures
Lifting as We Climb,/lists/kzg5eavx/lifting-as-we-climb
Stamped,/lists/chn2mgkt/stamped
The New Jim Crow,/lists/y3d3pq2k/new-jim-crow
Drowned City: Hurricane Katrina & New Orleans,/lists/kdgzhu53/drowned-city-hurricane-katrina-new-orleans
Nickel and Dimed,/lists/lu35eqg3/nickel-and-dimed
Class Matters,/lists/47bbq27v/class-matters
An Indigenous Peoples' History of the United States,/lists/kwx3v37g/indigenous-peoples-history-of-the-united-states
The Beloved World of Sonia Sotomayor,/lists/uzrbfevo/beloved-world-of-sonia-sotomayor
You Call This Democracy?,/lists/adwcvu4u/you-call-this-democracy
Second Treatise of Government,/lists/u64f35cl/second-treatise-of-government
Common Sense,/lists/xwrgbr7x/common-sense
On Liberty,/lists/qzbwin7s/on-liberty
The Autobiography of Benjamin Franklin,/lists/ninbdbdz/autobiography-of-benjamin-franklin
Democracy in America,/lists/nfgpu7cy/democracy-in-america
Civil Disobedience,/lists/izjau3be/civil-disobedience
The Interesting Narrative of the Life of Olaudah Equiano,/lists/mg7usvzg/interesting-narrative-of-the-life-of-olaudah-equiano
Narrative of the Life of Frederick Douglass,/lists/umwz3uwu/narrative-of-the-life-of-frederick-douglass
Twelve Years a Slave,/lists/aayxwoyr/12-years-a-slave
Incidents in the Life of a Slave Girl,/lists/pgypoksb/incidents-in-the-life-of-a-slave-girl
The Souls of Black Folk,/lists/ishqptbe/souls-of-black-folk
They Called Us Enemy,/lists/dxbjnqqv/they-called-us-enemy
A Mighty Long Way,/lists/homoxetf/mighty-long-way
Warriors Don't Cry,/lists/mkr57dqh/warriors-dont-cry
"March Forward, Girl",/lists/bfqocarg/march-forward-girl
March: Book One,/lists/r5nlld2p/march-book-one
March: Book Two,/lists/m3ikihjh/march-book-two
March: Book Three,/lists/lolsgjo6/march-book-three
While the World Watched,/lists/3bynocr4/while-the-world-watched
Turning 15 on the Road to Freedom,/lists/eb32x2o2/turning-15-on-the-road-to-freedom
The Autobiography of Malcolm X,/lists/lpjwj5rz/autobiography-of-malcolm-x
The Beloved World of Sonia Sotomayor,/lists/uzrbfevo/beloved-world-of-sonia-sotomayor
We the People,/lists/dm4rsc3o/we-the-people
The Federalist Papers,/lists/xdf4o5f7/federalist-papers
Amendments to the U.S. Constitution,/lists/kbjqqqgv/amendments-to-the-u-s-constitution
Letter of the Law,/lists/ui4b2qfu/letter-of-the-law
Presidential Parlance,/lists/izmfh6e4/presidential-parlance
American History and Government: Essential Vocabulary﻿,/lists/e7i2wuj4/american-history-government-and-civics-essentials
Boots on the Ground: America's War in Vietnam,/lists/5bnifxeq/boots-on-the-ground-americas-war-in-vietnam
How Dare the Sun Rise,/lists/qe5g7rdz/how-dare-the-sun-rise
Most Dangerous,/lists/yn6yv7xc/most-dangerous
A Long Way Gone,/lists/eyx4omdi/long-way-gone
Night,/lists/kiyp4rfs/night
Farewell to Manzanar,/lists/4bgbjpyn/farewell-to-manzanar
Maus I: My Father Bleeds History,/lists/yim7rk5o/maus-i-my-father-bleeds-history
Maus II: And Here My Troubles Began,/lists/er43liok/maus-ii-and-here-my-troubles-began
Zlata’s Diary,/lists/xspjxzyg/zlatas-diary
Persepolis,/lists/saaefyoz/persepolis
Surviving Hitler,/lists/mzmjve3u/surviving-hitler
First They Killed My Father,/lists/beex4cgs/first-they-killed-my-father
"Lost Boy, Lost Girl",/lists/mnfjrvfr/lost-boy-lost-girl
The Diary of a Young Girl,/lists/34jlkcgi/diary-of-a-young-girl
Tasting the Sky,/lists/nvrlzruo/tasting-the-sky
The Nazi Hunters,/lists/5j4vyuhv/nazi-hunters
The Plot to Kill Hitler,/lists/3mcelvhg/plot-to-kill-hitler
The Boys Who Challenged Hitler,/lists/k3ay55ia/boys-who-challenged-hitler
Symphony for the City of the Dead,/lists/liwec547/symphony-for-the-city-of-the-dead
Uprooted,/lists/yhlexelz/uprooted
They Called Us Enemy,/lists/dxbjnqqv/they-called-us-enemy
Sachiko,/lists/6ilo46ai/sachiko
The Grand Escape,/lists/x7xt6hxi/grand-escape
A Light in the Darkness,/lists/6ojqilks/light-in-the-darkness
We Are Displaced,/lists/nhbkjiaf/we-are-displaced
Torpedoed,/lists/t65yutt4/torpedoed
A Thousand Sisters,/lists/y44eeasz/thousand-sisters
Nazi Saboteurs,/lists/bq22oejc/nazi-saboteurs
The War to End All Wars,/lists/w5xgoybv/war-to-end-all-wars
Torpedoed,/lists/t65yutt4/torpedoed
Uprooted,/lists/yhlexelz/uprooted
Code Name Verity,/lists/7xkd3hqp/code-name-verity
Projekt 1065,/lists/u5mmd3lc/projekt-1065
Salt to the Sea,/lists/muydict7/salt-to-the-sea
Number the Stars,/lists/hgng7spy/number-the-stars
Unbroken,/lists/jxbiqg5d/unbroken
Code Talker,/lists/cb3xs6sg/code-talker
They Called Us Enemy,/lists/dxbjnqqv/they-called-us-enemy
We Are Not Free,/lists/i2b6ogbn/we-are-not-free
The War That Saved My Life,/lists/n3trohjg/war-that-saved-my-life
Maus I: My Father Bleeds History,/lists/yim7rk5o/maus-i-my-father-bleeds-history
Maus II: And Here My Troubles Began,/lists/er43liok/maus-ii-and-here-my-troubles-began
Under a War-Torn Sky,/lists/qrilvd6y/under-a-war-torn-sky
Slaughterhouse-Five,/lists/v52s55dz/slaughterhouse-five
"Thirteen Doorways, Wolves Behind Them All",/lists/4ucd5vty/thirteen-doorways-wolves-behind-them-all
Between Shades of Gray,/lists/hry6vvgc/between-shades-of-gray
White Bird,/lists/ieszhnld/white-bird
Surviving Hitler,/lists/mzmjve3u/surviving-hitler
Catch-22,/lists/s3hp6p6n/catch-22
Milkweed,/lists/woal2ouy/milkweed
The Faithful Spy,/lists/64gvlsd6/faithful-spy
Prisoner B-3087,/lists/alaj6wpj/prisoner-b-3087
The Boy Who Dared,/lists/55jusiis/boy-who-dared
A Place to Belong,/lists/7o7p5vkt/place-to-belong
Farewell to Manzanar,/lists/4bgbjpyn/farewell-to-manzanar
Girl in the Blue Coat,/lists/skhioupq/girl-in-the-blue-coat
The Devil's Arithmetic,/lists/zfmqv2hj/devils-arithmetic
All My Sons,/lists/6vcuikpd/all-my-sons
Night,/lists/kiyp4rfs/night
The Diary of a Young Girl,/lists/34jlkcgi/diary-of-a-young-girl
The Diary of Anne Frank,/lists/ntdvw5pb/diary-of-anne-frank
The Boy on the Wooden Box,/lists/lpufrfir/boy-on-the-wooden-box
White Rose,/lists/h2k2fkij/white-rose
The Boys Who Challenged Hitler,/lists/k3ay55ia/boys-who-challenged-hitler
The Boy in the Striped Pajamas,/lists/jscantzx/boy-in-the-striped-pajamas
The Plot to Kill Hitler,/lists/3mcelvhg/plot-to-kill-hitler
Displacement,/lists/3jrxktbl/displacement
Hiroshima,/lists/hff5zwic/hiroshima
All the Light We Cannot See,/lists/z3he6n5c/all-the-light-we-cannot-see
The War I Finally Won,/lists/clhnod7j/war-i-finally-won
This Light Between Us,/lists/5xnajpuj/this-light-between-us
A Light in the Darkness,/lists/6ojqilks/light-in-the-darkness
The Librarian of Auschwitz,/lists/fubbzexw/librarian-of-auschwitz
Resistance,/lists/twit2dpj/resistance
They Went Left,/lists/ohksagr6/they-went-left
Freakonomics,/lists/3ps6caxd/freakonomics
"Guns, Germs, and Steel",/lists/6pe2bvrz/guns-germs-and-steel
The World Is Flat,/lists/ah3kpzte/world-is-flat
Nickel and Dimed,/lists/lu35eqg3/nickel-and-dimed
Class Matters,/lists/47bbq27v/class-matters
The Tipping Point,/lists/h2untv2r/tipping-point
Sugar Changed the World,/lists/hvlzk4bs/sugar-changed-the-world
Fast Food Nation,/lists/abep4k5q/fast-food-nation
Big Science,/lists/dwe6g6au/big-science
Middle School Geometry,/lists/affczwxn/middle-school-geometry
McDougal Littell Literature,/lists/jw56tar6/mcdougal-littel-literature-grade-6
myPerspectives,/lists/s4dvv37s/myperspectives-grade-6
All Creatures Great and Small,/lists/vs7i3yyl/all-creatures-great-and-small
Superhero Vocabulary,/lists/bd6ovnyh/its-a-word-its-a-plane-its-superhero-vocabulary
Geology Rocks,/lists/mdizkzo3/geology-rocks
Said is Dead,/lists/n3wg3knp/said-is-dead
